code,time_sch,dest,time_act,commercial,orig
CX 381,21:55,HKG,At gate 22:15,1,Shanghai/PVG
CX 583,21:55,HKG,At gate 23:04,1,Sapporo
QR 8467,22:00,Doha,Dep 23:18,0,HKG
5J 115,22:00,Manila,Dep 23:15,1,HKG
CX 716,22:05,HKG,At gate 21:40,1,Singapore
CX 939,22:05,Manila,Dep 23:07,1,HKG
CX 531,22:05,HKG,At gate 22:02,1,"Nagoya
Taipei"
CX 902,22:15,HKG,At gate 22:04,1,Manila
FX 5986,22:15,Memphis,Dep 22:05,0,HKG
CX 742,22:15,HKG,At gate 22:21,1,Hanoi
RH 9376,22:15,HKG,At gate 21:53,0,Chennai
FX 5391,22:20,"Osaka/Kansai
Oakland",Dep 22:23,0,HKG
TH 6827,22:20,Kuala Lumpur,Dep 22:19,0,HKG
UO 183,22:20,HKG,At gate 22:19,1,Taichung
CX 505,22:20,HKG,At gate 23:20,1,Tokyo/NRT
CX 393,22:25,HKG,At gate 21:59,1,Beijing/PEK
FD 503,22:25,Bangkok/DMK,Dep 23:13,1,HKG
UA 878,22:30,San Francisco,Dep 22:28,1,HKG
UO 135,22:35,HKG,At gate 22:27,1,Kaohsiung
LH 8473,22:35,"Dubai/DWC
Frankfurt",Dep 22:36,0,HKG
CX 991,22:35,HKG,At gate 22:37,1,Fuzhou
JL 735,22:35,HKG,At gate 23:24,1,Tokyo/NRT
CX 419,22:40,HKG,At gate 22:51,1,Seoul/ICN
AF 185,22:40,Paris,Dep 22:40,1,HKG
HX 742,22:45,HKG,At gate 23:07,1,Phuket
SQ 898,22:45,HKG,At gate 22:40,1,Singapore
UO 685,22:45,HKG,At gate 23:04,1,Nagoya
PR 311,22:45,Manila,Dep 22:41,1,HKG
OZ 745,22:50,HKG,At gate 00:33 (21/12/2023),1,Seoul/ICN
ET 609,22:50,"Bangkok
Addis Ababa",Dep 22:58,1,HKG
HX 283,22:50,HKG,At gate 22:37,1,Taipei
LX 139,22:50,Zurich,Dep 23:08,1,HKG
CX 251,22:55,London/LHR,Dep 23:52,1,HKG
HX 779,22:55,Bangkok,Dep 22:57,1,HKG
HB 284,22:55,HKG,At gate 22:52,1,Bangkok
BA 032,23:00,London/LHR,Dep 22:56,1,HKG
GTR3912,23:00,HKG,At gate 00:20 (21/12/2023),0,Budapest
RH 353,23:00,Manila,Dep 23:46,0,HKG
CI 921,23:00,HKG,At gate 23:29,1,Taipei
UO 703,23:00,HKG,At gate 23:20,1,Bangkok
FX 9798,23:00,HKG,At gate 01:34 (21/12/2023),0,Anchorage
CX 702,23:00,HKG,At gate 23:03,1,Bangkok
TH 6821,23:05,Kuala Lumpur,Dep 23:12,0,HKG
UO 573,23:05,HKG,At gate 23:02,1,Manila
UO 117,23:05,HKG,At gate 00:18 (21/12/2023),1,Taipei
CX 479,23:10,HKG,At gate 23:11,1,Taipei
KE 177,23:10,HKG,At gate 00:48 (21/12/2023),1,Seoul/ICN
UO 755,23:10,HKG,At gate 23:22,1,Chiang Mai
CX 764,23:15,HKG,At gate 23:16,1,Ho Chi Minh
RH 4568,23:15,Taipei,Dep 15:09 (21/12/2023),0,HKG
HX 108,23:20,HKG,At gate 22:41,1,Haikou
HB 705,23:20,HKG,At gate 23:20,1,Taipei
CX 271,23:20,Amsterdam,Dep 23:20,1,HKG
CZ 5009,23:20,HKG,At gate 23:28,1,Beijing/PKX
ES 723,23:20,HKG,At gate 23:18,0,Bahrain
UO 647,23:25,HKG,At gate 02:15 (21/12/2023),1,Tokyo/NRT
ET 3447,23:35,Addis Ababa,Dep 13:34 (21/12/2023),0,HKG
CX 989,23:35,HKG,At gate 23:34,1,Guangzhou
CX 255,23:35,London/LHR,Dep 23:37,1,HKG
RH 351,23:35,Manila,Dep 01:51 (21/12/2023),0,HKG
BA 028,23:40,London/LHR,Dep 23:43,1,HKG
CV 7332,23:40,HKG,At gate 00:54 (21/12/2023),0,"Luxembourg
Ashgabat"
CX 050,23:40,Shanghai/PVG,Dep 23:43,0,HKG
HX 170,23:40,HKG,At gate 00:02 (21/12/2023),1,Sanya
LH 797,23:45,Frankfurt,Dep 23:52,1,HKG
HX 761,23:50,Bangkok,Dep 23:42,1,HKG
HB 231,23:50,Manila,Dep 23:58,1,HKG
MH 078,23:50,HKG,At gate 00:09 (21/12/2023),1,Kuala Lumpur
HX 766,23:50,HKG,At gate 00:56 (21/12/2023),1,Bangkok
CX 101,23:55,Sydney,Dep 00:05 (21/12/2023),1,HKG
UO 624,23:55,Tokyo/HND,Dep 00:04 (21/12/2023),1,HKG
CX 2062,23:55,Chengdu,Dep 23:54,0,HKG
UO 689,23:55,HKG,At gate 01:26 (21/12/2023),1,Osaka/Kansai
CX 3242,23:55,HKG,At gate 01:14 (21/12/2023),0,"Jakarta
Penang"
