code,time_sch,dest,time_act,commercial,orig
CX 2058,22:10,"Xiamen
Shanghai/PVG",Dep 23:07,0,HKG
FX 5986,22:15,Memphis,Dep 22:13,0,HKG
CX 742,22:15,HKG,At gate 22:22,1,Hanoi
CX 979,22:15,HKG,At gate 22:27,1,Xiamen
CX 902,22:15,HKG,At gate 22:04,1,Manila
FX 5391,22:20,"Osaka/Kansai
Oakland",Dep 22:24,0,HKG
CX 505,22:20,HKG,At gate 22:41,1,Tokyo/NRT
UO 183,22:20,HKG,At gate 22:03,1,Taichung
ET 645,22:25,HKG,At gate 22:46,1,Manila
FD 503,22:25,Bangkok/DMK,Dep 22:52,1,HKG
CX 393,22:25,HKG,At gate 22:24,1,Beijing/PEK
UA 878,22:30,San Francisco,Dep 22:21,1,HKG
CX 991,22:35,HKG,At gate 22:39,1,Fuzhou
JL 735,22:35,HKG,At gate 22:38,1,Tokyo/NRT
UO 135,22:35,HKG,At gate 22:23,1,Kaohsiung
SV 989,22:35,Riyadh,Dep 23:04,0,HKG
EY 9858,22:35,Abu Dhabi,Dep 22:53,0,HKG
CX 419,22:40,HKG,At gate 00:35 (20/12/2023),1,Seoul/ICN
AF 185,22:40,Paris,Dep 23:02,1,HKG
SQ 898,22:45,HKG,At gate 22:35,1,Singapore
PR 311,22:45,Manila,Dep 23:14,1,HKG
HX 593,22:50,HKG,At gate 23:22,1,Hakodate
OZ 745,22:50,HKG,At gate 23:14,1,Seoul/ICN
LX 139,22:50,Zurich,Dep 23:12,1,HKG
HX 283,22:50,HKG,At gate 22:50,1,Taipei
CX 408,22:55,Taipei,Dep 23:00,1,HKG
HX 779,22:55,Bangkok,Dep 23:13,1,HKG
CX 251,22:55,London/LHR,Dep 23:22,1,HKG
CX 2025,22:55,HKG,At gate 22:30,0,Taipei
CI 921,23:00,HKG,At gate 00:13 (20/12/2023),1,Taipei
RH 6652,23:00,HKG,At gate 00:18 (20/12/2023),0,Dhaka
BR 6089,23:00,HKG,At gate 23:31,0,Taipei
BA 032,23:00,London/LHR,Dep 23:36,1,HKG
CX 702,23:00,HKG,At gate 23:19,1,Bangkok
5J 123,23:00,Clark,Dep 23:29,1,HKG
TH 6821,23:05,Kuala Lumpur,Dep 23:28,0,HKG
UO 117,23:05,HKG,At gate 23:26,1,Taipei
UO 573,23:05,HKG,At gate 22:55,1,Manila
KE 177,23:10,HKG,At gate 00:03 (20/12/2023),1,Seoul/ICN
CX 050,23:10,Shanghai/PVG,Dep 23:30,0,HKG
CX 479,23:10,HKG,At gate 23:09,1,Taipei
UO 755,23:10,HKG,At gate 23:23,1,Chiang Mai
CX 764,23:15,HKG,At gate 22:58,1,Ho Chi Minh
RH 4568,23:15,Taipei,Dep 00:53 (20/12/2023),0,HKG
ES 729,23:20,HKG,At gate 23:03,0,Bahrain
HB 705,23:20,HKG,At gate 23:22,1,Taipei
CZ 5009,23:20,HKG,At gate 23:58,1,Beijing/PKX
HX 108,23:20,HKG,At gate 22:46,1,Haikou
CX 271,23:20,Amsterdam,Dep 23:41,1,HKG
UO 647,23:25,HKG,At gate 23:40,1,Tokyo/NRT
TK 071,23:30,Istanbul,Dep 23:29,1,HKG
CX 255,23:35,London/LHR,Dep 00:02 (20/12/2023),1,HKG
CX 989,23:35,HKG,At gate 23:39,1,Guangzhou
BA 028,23:40,London/LHR,Dep 23:52,1,HKG
HX 170,23:40,HKG,At gate 23:42,1,Sanya
UO 703,23:45,HKG,At gate 23:39,1,Bangkok
LH 797,23:45,Frankfurt,Dep 23:52,1,HKG
HX 761,23:50,Bangkok,Dep 00:13 (20/12/2023),1,HKG
MH 078,23:50,HKG,At gate 00:48 (20/12/2023),1,Kuala Lumpur
HX 766,23:50,HKG,At gate 00:17 (20/12/2023),1,Bangkok
ET 645,23:55,Addis Ababa,Dep 00:06 (20/12/2023),1,HKG
UO 624,23:55,Tokyo/HND,Dep 23:51,1,HKG
CX 101,23:55,Sydney,Dep 00:03 (20/12/2023),1,HKG
3S 510,23:55,HKG,At gate 00:05 (20/12/2023),0,Leipzig
UO 689,23:55,HKG,At gate 23:50,1,Osaka/Kansai
EK 9898,23:55,HKG,At gate 23:53,0,Dubai/DWC
