code,time_sch,dest,time_act,commercial,orig
TH 6820,21:30,HKG,At gate 22:27,0,Kuala Lumpur
CX 507,21:35,HKG,At gate 21:52,1,Osaka/Kansai
CX 113,21:35,Auckland,Dep 22:22,1,HKG
MH 6013,21:40,Kuala Lumpur,Dep 01:31 (23/12/2023),0,HKG
CX 3187,21:45,HKG,At gate 00:36 (23/12/2023),0,"Portland
Anchorage"
CX 451,21:45,HKG,At gate 22:05,1,"Tokyo/NRT
Taipei"
CX 3069,21:45,HKG,At gate 01:11 (23/12/2023),0,"Houston
Anchorage"
AY 100,21:45,Helsinki,Dep 21:58,1,HKG
CX 448,21:45,Kaohsiung,Dep 21:39,1,HKG
CX 104,21:45,HKG,At gate 22:09,1,Melbourne
CX 724,21:50,HKG,At gate 22:20,1,Kuala Lumpur
EK 380,21:50,HKG,At gate 21:58,1,Dubai
BR 810,21:50,Taipei,Dep 22:10,1,HKG
CX 375,21:55,HKG,At gate 21:55,1,Wenzhou
CX 381,21:55,HKG,At gate 21:59,1,Shanghai/PVG
CX 583,21:55,HKG,At gate 22:30,1,Sapporo
TR 975,21:55,Singapore,Dep 23:09,1,HKG
7L 148,22:00,"Dubai/DWC
Baku",Dep 02:31 (23/12/2023),0,HKG
HB 284,22:00,HKG,At gate 21:55,1,Bangkok
5J 115,22:00,Manila,Dep 22:33,1,HKG
CX 716,22:05,HKG,At gate 22:04,1,Singapore
CX 939,22:05,Manila,Dep 22:35,1,HKG
CX 531,22:05,HKG,At gate 22:15,1,"Nagoya
Taipei"
HX 669,22:05,HKG,At gate 23:27,1,Nagoya
LH 8463,22:10,Frankfurt,Est at 01:35 (24/12/2023),0,HKG
CX 979,22:15,HKG,At gate 22:04,1,Xiamen
CX 902,22:15,HKG,At gate 22:17,1,Manila
RH 9376,22:15,HKG,At gate 04:56 (23/12/2023),0,Chennai
FX 5986,22:15,Memphis,Dep 21:57,0,HKG
FX 5391,22:20,"Osaka/Kansai
Tokyo/NRT
Anchorage",Dep 22:25,0,HKG
UO 183,22:20,HKG,At gate 22:17,1,Taichung
CX 505,22:20,HKG,At gate 23:46,1,Tokyo/NRT
TH 6827,22:20,Kuala Lumpur,Dep 23:03,0,HKG
CX 393,22:25,HKG,At gate 22:12,1,Beijing/PEK
FD 503,22:25,Bangkok/DMK,Dep 22:54,1,HKG
UA 878,22:30,San Francisco,Dep 22:26,1,HKG
CX 991,22:35,HKG,At gate 22:36,1,Fuzhou
JL 735,22:35,HKG,At gate 23:17,1,Tokyo/NRT
N8 507,22:35,HKG,At gate 02:15 (23/12/2023),0,Dubai/DWC
UO 135,22:35,HKG,At gate 22:26,1,Kaohsiung
CX 419,22:40,HKG,At gate 22:51,1,Seoul/ICN
CX 926,22:40,HKG,At gate 22:39,1,Cebu
AF 185,22:40,Paris,Dep 22:51,1,HKG
SQ 898,22:45,HKG,At gate 22:49,1,Singapore
HX 742,22:45,HKG,At gate 23:15,1,Phuket
PR 311,22:45,Manila,Dep 23:00,1,HKG
LX 139,22:50,Zurich,Dep 22:50,1,HKG
HX 283,22:50,HKG,At gate 23:20,1,Taipei
OZ 745,22:50,HKG,At gate 23:13,1,Seoul/ICN
ET 609,22:50,"Bangkok
Addis Ababa",Dep 23:08,1,HKG
CX 408,22:55,Taipei,Dep 23:02,1,HKG
HX 779,22:55,Bangkok,Dep 22:59,1,HKG
CX 251,22:55,London/LHR,Dep 23:03,1,HKG
CX 702,23:00,HKG,At gate 23:17,1,Bangkok
RH 9072,23:00,HKG,At gate 17:10 (23/12/2023),0,Dhaka
BA 032,23:00,London/LHR,Dep 22:58,1,HKG
FX 9799,23:00,HKG,At gate 00:52 (23/12/2023),0,Anchorage
CI 921,23:00,HKG,At gate 23:01,1,Taipei
UO 703,23:00,HKG,At gate 23:27,1,Bangkok
TH 6821,23:05,Kuala Lumpur,Dep 23:46,0,HKG
UO 117,23:05,HKG,At gate 00:45 (23/12/2023),1,Taipei
UO 573,23:05,HKG,At gate 23:31,1,Manila
CX 479,23:10,HKG,At gate 23:33,1,Taipei
KE 177,23:10,HKG,At gate 23:26,1,Seoul/ICN
UO 755,23:10,HKG,At gate 23:04,1,Chiang Mai
CX 764,23:15,HKG,At gate 23:19,1,Ho Chi Minh
HX 108,23:20,HKG,At gate 22:49,1,Haikou
CX 2025,23:20,HKG,At gate 23:39,0,Taipei
CX 271,23:20,Amsterdam,Dep 23:34,1,HKG
ES 723,23:20,HKG,At gate 22:52,0,Bahrain
HB 705,23:20,HKG,At gate 23:43,1,Taipei
CZ 5009,23:20,HKG,At gate 23:37,1,Beijing/PKX
HX 743,23:25,Phuket,Dep 00:37 (23/12/2023),1,HKG
EK 9881,23:25,Dubai/DWC,Dep 23:08,0,HKG
UO 647,23:25,HKG,At gate 00:03 (23/12/2023),1,Tokyo/NRT
CX 2048,23:30,HKG,At gate 23:30,0,Hanoi
TK 071,23:30,Istanbul,Dep 23:35,1,HKG
RH 351,23:35,Manila,Dep 02:35 (23/12/2023),0,HKG
CX 989,23:35,HKG,At gate 23:45,1,Guangzhou
CX 255,23:35,London/LHR,Dep 23:57,1,HKG
HX 170,23:40,HKG,At gate 23:49,1,Sanya
BA 028,23:40,London/LHR,Dep 23:41,1,HKG
SV 974,23:40,HKG,At gate 07:23 (23/12/2023),0,Riyadh
CX 2074,23:45,HKG,At gate 00:39 (23/12/2023),0,"Singapore
Penang"
RW 909,23:45,HKG,At gate 02:31 (23/12/2023),1,Cebu
LH 797,23:45,Frankfurt,Dep 23:48,1,HKG
HB 231,23:50,Manila,Dep 23:59,1,HKG
HX 761,23:50,Bangkok,Dep 00:22 (23/12/2023),1,HKG
MH 078,23:50,HKG,At gate 01:34 (23/12/2023),1,Kuala Lumpur
HX 766,23:50,HKG,At gate 00:02 (23/12/2023),1,Bangkok
UO 624,23:55,Tokyo/HND,Dep 23:57,1,HKG
CX 101,23:55,Sydney,Dep 00:05 (23/12/2023),1,HKG
UO 689,23:55,HKG,At gate 00:36 (23/12/2023),1,Osaka/Kansai
CX 090,23:55,"Los Angeles
Anchorage
Dallas FT.Worth",Dep 09:35 (23/12/2023),0,HKG
